City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
422,Esperance,AU,-33.8667,121.9,64.85,63,27,11.25,scattered clouds
423,Iquique,CL,-20.2208,-70.1431,64.44,67,11,8.93,few clouds
424,Crotone,IT,39.0851,17.1178,80.19,64,84,13.62,broken clouds
425,Riyadh,SA,24.6877,46.7219,100.54,7,1,11.5,clear sky
426,Japura,ID,-0.3167,102.35,74.64,98,23,2.3,few clouds
427,Balabac,PH,7.9868,117.0645,80.78,77,92,6.06,overcast clouds
428,Soyo,AO,-6.1349,12.3689,77.14,75,66,10.16,broken clouds
429,Evensk,RU,61.95,159.2333,37.02,97,100,2.35,overcast clouds
430,Pochutla,MX,15.7432,-96.4661,92.82,38,0,8.52,clear sky
431,Venice,US,27.0998,-82.4543,91.98,62,40,11.99,scattered clouds
432,Fare,PF,-16.7,-151.0167,80.47,70,4,14.14,clear sky
433,Basco,PH,20.4487,121.9702,81.5,78,52,10.71,broken clouds
434,Ola,RU,59.5833,151.2833,39.15,94,100,16.46,light rain
435,Bonthe,SL,7.5264,-12.505,82.24,76,81,8.1,moderate rain
436,Paonta Sahib,IN,30.45,77.6167,78.08,40,44,8.43,scattered clouds
437,Xinqing,CN,48.2333,129.5,51.89,47,72,4.36,broken clouds
438,San Vicente,AR,-26.6167,-54.1333,67.01,40,93,3.71,overcast clouds
439,Kaniama,CD,-7.5667,24.1833,75.04,58,88,2.62,overcast clouds
440,Chapayevka,UA,47.4711,36.3451,56.89,71,96,9.62,overcast clouds
441,Bumba,CD,2.1833,22.4667,79.14,64,97,1.61,overcast clouds
442,Lokosovo,RU,61.1333,74.8167,66.36,58,34,17.54,scattered clouds
443,Marzuq,YE,14.4,46.4667,82.65,13,100,1.41,overcast clouds
444,Bilibino,RU,68.0546,166.4372,41.61,76,98,2.91,overcast clouds
445,Brae,GB,60.3964,-1.353,51.89,94,100,11.1,overcast clouds
446,Grand Gaube,MU,-20.0064,57.6608,75.6,78,4,5.01,moderate rain
447,Ponta Do Sol,PT,32.6667,-17.1,75.0,74,22,2.04,few clouds
448,Harper,LR,4.375,-7.7169,78.31,75,100,6.69,overcast clouds
449,Hokitika,NZ,-42.7167,170.9667,45.61,82,12,5.23,few clouds
450,Ust-Maya,RU,60.4167,134.5333,32.77,94,13,4.56,few clouds
451,Pyshma,RU,56.9523,63.2513,39.49,81,58,7.23,broken clouds
452,Pringsewu,ID,-5.3582,104.9744,73.72,97,96,2.04,overcast clouds
453,Kruisfontein,ZA,-34.0033,24.7314,57.88,71,100,2.66,overcast clouds
454,Puerto Baquerizo Moreno,EC,-0.9,-89.6,74.39,83,100,13.8,overcast clouds
455,Tarakan,ID,3.3,117.6333,78.69,85,100,1.97,overcast clouds
456,Cerignola,IT,41.264,15.9005,78.93,41,4,6.44,clear sky
457,Klaksvik,FO,62.2266,-6.589,50.92,87,74,4.68,broken clouds
458,Labytnangi,RU,66.6572,66.4183,32.52,85,100,30.78,overcast clouds
459,Oyama,JP,36.3,139.8,59.32,88,97,3.89,light rain
460,Sorong,ID,-0.8833,131.25,76.87,81,100,4.92,light rain
461,Yarada,IN,17.65,83.2667,84.52,70,20,2.3,few clouds
462,Maridi,SS,4.9158,29.4742,76.42,67,80,5.12,broken clouds
463,Horsham,GB,51.064,-0.3272,72.25,49,0,8.05,clear sky
464,Chengde,CN,40.9725,117.9361,63.88,72,100,1.57,overcast clouds
465,Luderitz,NA,-26.6481,15.1594,59.97,67,10,12.57,clear sky
466,Henties Bay,NA,-22.116,14.2845,62.31,62,1,12.35,clear sky
467,Musoma,TZ,-1.5,33.8,75.22,73,20,0.0,few clouds
468,Lakatoro,VU,-16.0999,167.4164,78.13,85,33,1.41,scattered clouds
469,Rio Gallegos,AR,-51.6226,-69.2181,39.25,60,0,16.11,clear sky
470,Ningbo,CN,29.8782,121.5495,67.98,64,0,6.71,clear sky
471,Nemuro,JP,43.3236,145.575,45.59,99,100,11.68,overcast clouds
472,San Ignacio,BZ,17.1561,-89.0714,91.54,58,40,0.0,scattered clouds
473,Palmeira,BR,-25.4294,-50.0064,61.63,41,4,3.56,clear sky
474,Zaraza,VE,9.3503,-65.3245,95.59,31,58,5.95,broken clouds
475,Clevelandia,BR,-26.3958,-52.4708,62.15,54,55,4.59,broken clouds
476,Salalah,OM,17.0151,54.0924,81.14,85,48,7.27,scattered clouds
477,Muros,ES,42.7762,-9.0603,64.09,91,99,7.81,overcast clouds
478,Brigantine,US,39.4101,-74.3646,90.03,83,46,15.05,scattered clouds
479,Glenluce,GB,54.8798,-4.8084,54.09,94,92,14.25,overcast clouds
480,Alice Springs,AU,-23.7,133.8833,47.75,66,21,0.0,few clouds
481,Coquimbo,CL,-29.9533,-71.3436,60.53,72,0,3.44,clear sky
482,Atasu,KZ,48.6814,71.6433,48.81,43,53,4.72,broken clouds
483,Nacala,MZ,-14.5428,40.6728,74.32,84,5,4.61,clear sky
484,Hambantota,LK,6.1241,81.1185,80.04,83,3,16.37,clear sky
485,Sambava,MG,-14.2667,50.1667,74.93,82,76,11.79,light rain
486,Rantepao,ID,-2.9701,119.8978,65.12,97,97,2.35,overcast clouds
487,Santiago Del Estero,AR,-27.7951,-64.2615,75.79,28,0,12.93,clear sky
488,Santa Barbara,US,34.7333,-120.0343,72.34,18,12,4.65,few clouds
489,Madingou,CG,-4.1536,13.55,78.53,76,86,3.24,overcast clouds
490,Tinaquillo,VE,9.9186,-68.3047,91.02,36,5,6.89,clear sky
491,Namatanai,PG,-3.6667,152.4333,79.79,73,83,9.71,broken clouds
492,Monywa,MM,22.1167,95.1333,93.0,46,78,5.99,broken clouds
493,Qaqortoq,GL,60.7167,-46.0333,37.26,97,100,15.41,moderate rain
494,Mnogovershinnyy,RU,53.9353,139.9242,28.13,93,91,1.79,overcast clouds
495,Karratha,AU,-20.7377,116.8463,78.04,74,100,5.75,overcast clouds
496,Jerome,US,42.7241,-114.5186,47.68,64,69,15.68,light rain
497,Bijar,IR,35.8668,47.6051,63.01,24,34,6.02,scattered clouds
498,Lambarene,GA,-0.7001,10.2406,77.47,88,58,4.23,light rain
499,Magadan,RU,59.5667,150.8,38.53,97,100,14.92,moderate rain
500,Avera,US,33.194,-82.5271,85.37,43,60,12.91,broken clouds
501,Ronne,DK,55.1009,14.7066,53.51,87,100,4.61,overcast clouds
502,Wajima,JP,37.4,136.9,59.4,93,26,9.01,scattered clouds
503,Seydi,TM,39.4816,62.9137,72.81,23,1,8.28,clear sky
504,Rawson,AR,-43.3002,-65.1023,58.41,51,100,14.81,overcast clouds
505,Morki,RU,56.4303,48.9947,32.54,79,96,3.78,overcast clouds
506,Pekalongan,ID,-6.8886,109.6753,79.86,82,72,6.58,moderate rain
507,Tiznit,MA,29.5833,-9.5,83.41,33,95,8.03,overcast clouds
508,Chapais,CA,49.7834,-74.8492,31.78,94,100,4.65,light snow
509,Bud,US,39.447,-86.1758,65.68,69,100,12.01,overcast clouds
510,Mahon,ES,39.8885,4.2658,81.16,39,0,8.05,clear sky
511,Tutoia,BR,-2.7619,-42.2744,82.76,73,83,3.49,light rain
512,San Jose,US,37.3394,-121.895,75.54,47,0,4.61,clear sky
513,Terme,TR,41.2092,36.9739,59.97,78,0,6.33,clear sky
514,Ouadda,CF,8.0777,22.4007,80.78,49,100,1.63,overcast clouds
515,Saldanha,ZA,-33.0117,17.9442,62.65,83,81,6.78,broken clouds
516,Alta Floresta,BR,-9.8756,-56.0861,91.22,31,0,5.75,clear sky
517,Bitkine,TD,11.9801,18.2138,98.85,10,100,4.21,overcast clouds
518,Hervey Bay,AU,-25.2986,152.8535,64.02,96,81,5.01,light rain
519,Carballo,ES,43.213,-8.691,63.91,94,100,3.27,overcast clouds
520,Qorveh,IR,35.1664,47.8045,62.37,29,40,4.92,scattered clouds
521,Bistret,RO,43.9,23.5,71.73,37,1,17.69,clear sky
522,Nome,US,64.5011,-165.4064,54.16,42,79,7.29,broken clouds
523,Vanimo,PG,-2.6741,141.3028,78.12,89,95,3.78,overcast clouds
524,Tiffin,US,41.1145,-83.178,62.67,75,100,10.96,overcast clouds
525,Vostok,RU,46.4856,135.8833,40.78,97,56,1.77,broken clouds
526,Sao Felix Do Xingu,BR,-6.6447,-51.995,89.33,39,10,4.88,clear sky
527,Briceno,CO,7.111,-75.5515,79.56,67,38,3.98,scattered clouds
528,Nha Trang,VN,12.25,109.1833,80.6,89,100,4.63,overcast clouds
529,Carmen,MX,18.6333,-91.8333,90.1,61,0,8.05,clear sky
530,Hay River,CA,60.8156,-115.7999,35.58,100,100,8.05,light rain
531,El Jicaro,GT,14.9167,-89.9,90.93,55,87,1.45,overcast clouds
532,Fethiye,TR,36.6217,29.1164,71.47,66,94,4.43,overcast clouds
533,Hue,VN,16.4667,107.6,80.71,94,40,8.05,scattered clouds
534,The Valley,AI,18.217,-63.0578,85.1,74,40,13.8,scattered clouds
535,Saint-Joseph,RE,-21.3667,55.6167,70.18,76,40,11.95,scattered clouds
536,Lubango,AO,-14.9172,13.4925,76.86,13,0,6.91,clear sky
537,Bogorodskoye,RU,56.55,37.8833,40.23,63,71,8.86,broken clouds
538,Olafsvik,IS,64.8945,-23.7142,44.94,74,35,12.73,scattered clouds
539,Santa Cruz Del Sur,CU,20.7147,-77.9956,88.16,58,100,12.21,overcast clouds
540,Laranjeiras Do Sul,BR,-25.4078,-52.4161,63.7,48,11,5.06,few clouds
541,Lagoa,PT,39.05,-27.9833,62.19,95,100,4.99,light rain
542,Shestakovo,RU,56.4915,103.96,44.4,91,95,6.67,light rain
543,Vicuna,CL,-30.0319,-70.7081,53.33,18,3,6.04,clear sky
544,Balikpapan,ID,-1.2675,116.8289,79.79,94,40,8.05,moderate rain
545,Contai,IN,21.7786,87.7536,85.1,72,72,13.13,broken clouds
546,Port Elizabeth,ZA,-33.918,25.5701,60.1,82,0,6.91,clear sky
547,Melendugno,IT,40.2747,18.3368,76.05,56,27,6.08,scattered clouds
548,Puerto Ayacucho,VE,5.6639,-67.6236,84.52,68,98,2.71,overcast clouds
549,Cassilandia,BR,-19.1133,-51.7342,79.66,22,26,5.79,scattered clouds
550,Kautokeino,NO,69.0125,23.0412,36.9,100,100,1.74,overcast clouds
551,Pithoragarh,IN,29.5833,80.2167,62.42,61,80,3.69,broken clouds
552,Biggar,GB,55.6167,-3.5167,60.3,84,87,13.73,overcast clouds
553,Darnah,LY,32.767,22.6367,69.31,56,0,20.27,clear sky
554,Buraydah,SA,26.326,43.975,100.85,7,0,11.01,clear sky
555,Nara,JP,34.6851,135.8049,66.96,82,15,2.37,few clouds
556,Kungsbacka,SE,57.4872,12.0761,60.71,78,34,8.01,scattered clouds
557,Havre-Saint-Pierre,CA,50.2334,-63.5986,59.36,63,100,5.75,overcast clouds
558,Ossora,RU,59.2353,163.0719,33.46,92,79,2.71,broken clouds
559,Bandar-E Anzali,IR,37.4727,49.4622,66.31,77,100,8.37,overcast clouds
560,Taree,AU,-31.9,152.4667,62.11,94,100,1.81,light rain
561,Caconda,AO,-13.7333,15.0667,63.3,45,22,4.74,few clouds
562,Nyurba,RU,63.2842,118.3319,46.17,76,82,0.87,broken clouds
563,Boddam,GB,57.4667,-1.7833,64.44,90,99,18.37,overcast clouds
564,Chinsali,ZM,-10.5414,32.0816,66.69,69,83,4.88,broken clouds
565,Hami,CN,42.8,93.45,81.01,15,96,9.46,overcast clouds
566,Katrineholm,SE,58.9959,16.2072,62.73,41,78,9.42,broken clouds
567,Gazimurskiy Zavod,RU,51.5461,118.3266,47.79,74,42,2.1,scattered clouds
568,Baruun-Urt,MN,46.6806,113.2792,59.83,29,11,5.19,few clouds
569,Gornopravdinsk,RU,60.05,69.9,44.73,95,100,7.83,moderate rain
570,Bereda,ES,43.2686,-7.5406,64.58,98,100,3.87,overcast clouds
571,Visby,SE,57.6409,18.296,57.06,76,0,10.36,clear sky
572,Chumikan,RU,54.7183,135.315,29.95,98,90,8.61,overcast clouds
573,Koumac,NC,-20.5667,164.2833,75.18,86,58,6.6,broken clouds
574,Barra Do Garcas,BR,-15.89,-52.2567,86.4,17,1,3.4,clear sky
575,Nyagan,RU,62.1406,65.3936,45.5,98,100,5.44,moderate rain
576,San Cristobal,VE,7.7669,-72.225,78.98,42,17,10.67,few clouds
577,Digby,CA,44.6169,-65.7655,72.55,76,61,2.01,broken clouds
578,Tres Arroyos,AR,-38.3739,-60.2798,62.51,34,97,15.68,overcast clouds
579,Myitkyina,MM,25.3833,97.4,74.59,88,41,1.72,scattered clouds
580,Kitimat,CA,54.0524,-128.6534,56.91,58,57,3.04,broken clouds
581,Qandala,SO,11.472,49.8728,88.79,44,78,3.04,broken clouds
582,Washougal,US,45.5826,-122.3534,64.65,66,35,8.01,scattered clouds
583,Tairua,NZ,-37.0167,175.85,57.69,74,95,9.24,overcast clouds
584,Ilo,PE,-17.6394,-71.3375,67.69,73,66,7.27,broken clouds
585,Ipanema,BR,-30.1391,-51.2244,69.03,69,0,2.3,clear sky
586,Patiya,BD,22.2931,91.9762,79.7,89,47,5.39,scattered clouds
587,Kuching,MY,1.55,110.3333,80.82,94,40,3.44,scattered clouds
588,Shumskiy,RU,54.8318,99.1328,54.54,60,72,3.29,broken clouds
589,Rio Grande,BR,-32.035,-52.0986,73.51,63,34,5.79,scattered clouds
590,Katakwi,UG,1.8911,33.9661,72.3,71,100,2.21,light rain
591,Rodrigues Alves,BR,-7.738,-72.6509,84.4,55,93,2.84,overcast clouds
592,Bahia Honda,CU,22.9036,-83.1592,88.18,65,89,9.08,overcast clouds
593,Inegol,TR,40.0781,29.5133,70.88,71,18,3.4,few clouds
594,Concepcion Del Oro,MX,24.6333,-101.4167,78.66,23,0,6.04,clear sky
595,Chifeng,CN,42.2683,118.9636,67.78,48,100,6.44,overcast clouds
596,Krasnoselkup,RU,65.7,82.4667,55.94,66,84,9.89,broken clouds
597,Roberval,CA,48.5168,-72.2324,51.75,81,100,11.5,overcast clouds
598,Constanza,DE,47.6603,9.1758,75.58,55,83,3.0,broken clouds
599,Platteville,US,42.7342,-90.4785,57.87,41,0,12.66,clear sky
600,Zigong,CN,29.3416,104.7769,64.24,86,67,2.68,broken clouds
601,Miguel Hidalgo,MX,19.4225,-99.2028,80.01,28,0,3.44,clear sky
602,Kysyl-Syr,RU,63.8986,122.7617,43.65,76,84,4.41,broken clouds
603,Road Town,VG,18.4167,-64.6167,84.24,70,40,11.5,scattered clouds
604,Sindor,RU,62.8629,51.8905,33.49,98,100,9.82,light snow
605,Safaga,EG,26.7292,33.9365,81.91,29,1,21.23,clear sky
606,Camalu,MX,30.85,-116.0667,70.88,62,21,7.0,few clouds
607,Adrar,MR,20.5022,-10.0711,107.11,6,8,10.54,clear sky
608,Puerto Maldonado,PE,-12.6,-69.1833,77.4,73,75,3.44,broken clouds
609,Porto Novo,BJ,6.4965,2.6036,82.22,71,79,10.25,broken clouds
610,Borgo San Lorenzo,IT,43.9553,11.3835,79.63,48,28,7.7,scattered clouds
611,Coos Bay,US,43.3665,-124.2179,55.99,91,20,0.0,few clouds
612,Cascais,PT,38.6979,-9.4215,67.51,78,75,25.01,broken clouds
613,Tucuman,AR,-26.8241,-65.2226,71.6,40,0,3.44,clear sky
614,Yerbogachen,RU,61.2767,108.0108,46.4,95,85,2.04,overcast clouds
615,Lukovetskiy,RU,64.2956,41.9211,40.5,50,98,11.25,overcast clouds
616,Pitimbu,BR,-7.4706,-34.8086,79.39,71,37,19.13,light rain
617,Olinda,BR,-8.0089,-34.8553,83.93,65,40,18.41,scattered clouds
618,Mecca,SA,21.4267,39.8261,90.66,29,4,5.66,clear sky
619,Waddan,LY,29.1614,16.139,85.19,8,0,4.56,clear sky
620,Nantucket,US,41.2835,-70.0995,75.15,93,1,16.15,clear sky
621,Swan Hill,AU,-35.3378,143.5544,49.15,69,1,7.11,clear sky
622,Krasnovishersk,RU,60.4078,57.082,34.54,99,100,5.35,light snow
623,Cruz Alta,BR,-28.6386,-53.6064,62.87,62,99,4.52,overcast clouds
624,Yinchuan,CN,38.4681,106.2731,66.87,49,33,2.01,scattered clouds
625,Luena,AO,-11.7833,19.9167,65.79,46,50,3.91,scattered clouds
626,Mishan,CN,45.55,131.8833,50.74,89,32,2.3,scattered clouds
627,Yanam,IN,16.7333,82.2167,85.01,70,8,2.84,clear sky
628,Muzhi,RU,65.3667,64.6667,35.31,88,100,28.97,overcast clouds
629,Sola,VU,-13.8833,167.55,80.71,75,17,1.74,few clouds
630,Itaituba,BR,-4.2761,-55.9836,86.16,70,75,0.0,broken clouds
631,Kynsperk Nad Ohri,CZ,50.1189,12.5303,68.54,60,87,4.7,overcast clouds
632,Matara,LK,5.9485,80.5353,79.02,90,11,10.33,few clouds
633,Naron,ES,43.5167,-8.1528,61.65,92,100,3.89,overcast clouds
634,Salisbury,GB,51.0693,-1.7957,69.82,48,20,6.73,few clouds
635,Caruray,PH,10.3094,119.0128,79.74,87,100,6.29,light rain
636,Markova,UA,48.6758,24.4138,52.2,83,100,7.83,light rain
637,Bathsheba,BB,13.2167,-59.5167,83.25,63,57,16.04,broken clouds
638,Opunake,NZ,-39.4556,173.8583,49.84,77,59,15.41,moderate rain
639,Sawakin,SD,19.1059,37.3321,85.08,60,7,11.95,clear sky
640,Centralina,BR,-18.5839,-49.1994,78.17,30,3,5.66,clear sky
641,Zhezkazgan,KZ,47.8043,67.7144,52.48,30,5,8.34,clear sky
642,Thunder Bay,CA,48.4001,-89.3168,48.18,49,75,11.5,broken clouds
643,Minna,NG,9.6139,6.5569,91.38,41,91,5.5,overcast clouds
644,Tondano,ID,1.3038,124.9112,68.09,90,77,2.15,light rain
645,Turukhansk,RU,65.8167,87.9833,56.59,63,90,5.26,overcast clouds
646,Columbus,US,39.9612,-82.9988,66.47,82,100,1.99,overcast clouds
647,Aborlan,PH,9.4352,118.5492,79.12,85,87,2.3,overcast clouds
648,Lat Yao,TH,15.751,99.7893,77.5,78,100,6.78,overcast clouds
649,Lithakia,GR,37.7167,20.8333,72.77,77,1,8.21,clear sky
650,Solnechnyy,RU,50.7214,136.6319,35.01,88,52,2.77,broken clouds
651,Stokmarknes,NO,68.5646,14.9108,51.78,76,75,4.61,broken clouds
652,Milas,TR,37.3164,27.7839,72.75,40,20,6.91,few clouds
653,Changping,CN,40.2186,116.2197,74.84,41,63,3.76,broken clouds
654,Rundu,NA,-17.9333,19.7667,58.08,29,0,4.32,clear sky
655,Banjar,ID,-8.19,114.9675,77.85,87,100,3.74,overcast clouds
656,Weinan,CN,34.5036,109.5089,67.57,48,2,3.44,clear sky
